admissions,mean_length_stay,year,diagnosis_code,description,chapter,category
453.0,17.0,2018,A18,Tuberculosis of other organs,A,Infectious diseases
422.0,16.0,2019,A18,Tuberculosis of other organs,A,Infectious diseases
414.0,15.0,2020,A18,Tuberculosis of other organs,A,Infectious diseases
471.0,18.0,2021,A18,Tuberculosis of other organs,A,Infectious diseases
408.0,16.5,2022,A18,Tuberculosis of other organs,A,Infectious diseases
487.0,14.0,2023,A18,Tuberculosis of other organs,A,Infectious diseases
115.0,21.8,1998,A19,Miliary tuberculosis,A,Infectious diseases
103.0,23.8,1999,A19,Miliary tuberculosis,A,Infectious diseases
127.0,19.9,2000,A19,Miliary tuberculosis,A,Infectious diseases
121.0,23.9,2001,A19,Miliary tuberculosis,A,Infectious diseases
145.0,23.9,2002,A19,Miliary tuberculosis,A,Infectious diseases
164.0,21.0,2003,A19,Miliary tuberculosis,A,Infectious diseases
165.0,26.4,2004,A19,Miliary tuberculosis,A,Infectious diseases
186.0,19.5,2005,A19,Miliary tuberculosis,A,Infectious diseases
182.0,23.0,2006,A19,Miliary tuberculosis,A,Infectious diseases
197.0,26.8,2007,A19,Miliary tuberculosis,A,Infectious diseases
200.0,23.3,2008,A19,Miliary tuberculosis,A,Infectious diseases
178.0,22.6,2009,A19,Miliary tuberculosis,A,Infectious diseases
298.0,18.1,2010,A19,Miliary tuberculosis,A,Infectious diseases
235.0,20.1,2011,A19,Miliary tuberculosis,A,Infectious diseases
167.0,23.9,2012,A19,Miliary tuberculosis,A,Infectious diseases
175.0,24.7,2013,A19,Miliary tuberculosis,A,Infectious diseases
163.0,23.0,2014,A19,Miliary tuberculosis,A,Infectious diseases
156.0,22.0,2015,A19,Miliary tuberculosis,A,Infectious diseases
188.0,24.0,2016,A19,Miliary tuberculosis,A,Infectious diseases
158.0,27.0,2017,A19,Miliary tuberculosis,A,Infectious diseases
102.0,24.0,2018,A19,Miliary tuberculosis,A,Infectious diseases
183.0,22.0,2019,A19,Miliary tuberculosis,A,Infectious diseases
161.0,25.0,2020,A19,Miliary tuberculosis,A,Infectious diseases
153.0,26.0,2021,A19,Miliary tuberculosis,A,Infectious diseases
123.0,26.3,2022,A19,Miliary tuberculosis,A,Infectious diseases
192.0,27.0,2023,A19,Miliary tuberculosis,A,Infectious diseases
8.0,4.8,1998,A20,Plague,A,Infectious diseases
1.0,,1999,A20,Plague,A,Infectious diseases
9.0,7.0,2000,A20,Plague,A,Infectious diseases
3.0,8.3,2001,A20,Plague,A,Infectious diseases
3.0,9.0,2002,A20,Plague,A,Infectious diseases
4.0,17.0,2003,A20,Plague,A,Infectious diseases
5.0,7.0,2004,A20,Plague,A,Infectious diseases
1.0,4.0,2005,A20,Plague,A,Infectious diseases
2.0,0.0,2007,A20,Plague,A,Infectious diseases
3.0,9.3,2008,A20,Plague,A,Infectious diseases
4.0,3.0,2009,A20,Plague,A,Infectious diseases
5.0,7.0,2010,A20,Plague,A,Infectious diseases
2.0,0.0,2011,A20,Plague,A,Infectious diseases
1.0,,2012,A20,Plague,A,Infectious diseases
1.0,,2013,A20,Plague,A,Infectious diseases
1.0,,2014,A20,Plague,A,Infectious diseases
3.0,,2015,A20,Plague,A,Infectious diseases
3.0,11.0,2017,A20,Plague,A,Infectious diseases
1.0,0.0,2018,A20,Plague,A,Infectious diseases
4.0,13.0,2019,A20,Plague,A,Infectious diseases
2.0,0.0,2021,A20,Plague,A,Infectious diseases
3.0,5.0,2022,A20,Plague,A,Infectious diseases
1.0,53.0,1998,A21,Tularaemia,A,Infectious diseases
1.0,,1999,A21,Tularaemia,A,Infectious diseases
9.0,2.2,2000,A21,Tularaemia,A,Infectious diseases
1.0,1.0,2001,A21,Tularaemia,A,Infectious diseases
3.0,0.0,2003,A21,Tularaemia,A,Infectious diseases
3.0,8.0,2004,A21,Tularaemia,A,Infectious diseases
1.0,8.0,2006,A21,Tularaemia,A,Infectious diseases
1.0,13.0,2007,A21,Tularaemia,A,Infectious diseases
4.0,6.8,2010,A21,Tularaemia,A,Infectious diseases
1.0,,2014,A21,Tularaemia,A,Infectious diseases
1.0,1.0,2015,A21,Tularaemia,A,Infectious diseases
2.0,,2016,A21,Tularaemia,A,Infectious diseases
0.0,8.0,2019,A21,Tularaemia,A,Infectious diseases
3.0,1.0,2023,A21,Tularaemia,A,Infectious diseases
1.0,14.0,1999,A22,Anthrax,A,Infectious diseases
2.0,3.5,2000,A22,Anthrax,A,Infectious diseases
2.0,12.0,2002,A22,Anthrax,A,Infectious diseases
2.0,5.0,2003,A22,Anthrax,A,Infectious diseases
2.0,7.5,2004,A22,Anthrax,A,Infectious diseases
1.0,21.0,2005,A22,Anthrax,A,Infectious diseases
2.0,5.0,2006,A22,Anthrax,A,Infectious diseases
1.0,25.0,2008,A22,Anthrax,A,Infectious diseases
2.0,28.5,2009,A22,Anthrax,A,Infectious diseases
1.0,26.5,2010,A22,Anthrax,A,Infectious diseases
4.0,13.4,2012,A22,Anthrax,A,Infectious diseases
3.0,10.0,2014,A22,Anthrax,A,Infectious diseases
1.0,2.0,2015,A22,Anthrax,A,Infectious diseases
3.0,5.0,2016,A22,Anthrax,A,Infectious diseases
2.0,1.0,2017,A22,Anthrax,A,Infectious diseases
2.0,5.0,2018,A22,Anthrax,A,Infectious diseases
2.0,7.0,2020,A22,Anthrax,A,Infectious diseases
2.0,11.0,2023,A22,Anthrax,A,Infectious diseases
6.0,7.2,1998,A23,Brucellosis,A,Infectious diseases
9.0,4.2,1999,A23,Brucellosis,A,Infectious diseases
12.0,6.8,2000,A23,Brucellosis,A,Infectious diseases
6.0,12.8,2001,A23,Brucellosis,A,Infectious diseases
6.0,19.3,2002,A23,Brucellosis,A,Infectious diseases
12.0,14.0,2003,A23,Brucellosis,A,Infectious diseases
8.0,6.4,2004,A23,Brucellosis,A,Infectious diseases
9.0,13.6,2005,A23,Brucellosis,A,Infectious diseases
6.0,8.0,2006,A23,Brucellosis,A,Infectious diseases
14.0,6.2,2007,A23,Brucellosis,A,Infectious diseases
19.0,3.4,2008,A23,Brucellosis,A,Infectious diseases
7.0,7.9,2009,A23,Brucellosis,A,Infectious diseases
3.0,13.5,2010,A23,Brucellosis,A,Infectious diseases
34.0,7.1,2011,A23,Brucellosis,A,Infectious diseases
7.0,8.0,2012,A23,Brucellosis,A,Infectious diseases
18.0,6.8,2013,A23,Brucellosis,A,Infectious diseases
6.0,7.0,2014,A23,Brucellosis,A,Infectious diseases
15.0,6.0,2015,A23,Brucellosis,A,Infectious diseases
10.0,15.0,2016,A23,Brucellosis,A,Infectious diseases
4.0,18.0,2017,A23,Brucellosis,A,Infectious diseases
17.0,10.0,2018,A23,Brucellosis,A,Infectious diseases
16.0,5.0,2019,A23,Brucellosis,A,Infectious diseases
7.0,2.0,2020,A23,Brucellosis,A,Infectious diseases
9.0,9.0,2021,A23,Brucellosis,A,Infectious diseases
28.0,6.1,2022,A23,Brucellosis,A,Infectious diseases
43.0,5.0,2023,A23,Brucellosis,A,Infectious diseases
10.0,32.6,1998,A24,Glanders and melioidosis,A,Infectious diseases
7.0,8.4,1999,A24,Glanders and melioidosis,A,Infectious diseases
5.0,28.8,2000,A24,Glanders and melioidosis,A,Infectious diseases
5.0,16.3,2001,A24,Glanders and melioidosis,A,Infectious diseases
5.0,16.4,2002,A24,Glanders and melioidosis,A,Infectious diseases
4.0,19.0,2003,A24,Glanders and melioidosis,A,Infectious diseases
13.0,9.6,2004,A24,Glanders and melioidosis,A,Infectious diseases
9.0,9.0,2005,A24,Glanders and melioidosis,A,Infectious diseases
7.0,10.7,2006,A24,Glanders and melioidosis,A,Infectious diseases
4.0,17.3,2007,A24,Glanders and melioidosis,A,Infectious diseases
3.0,6.0,2008,A24,Glanders and melioidosis,A,Infectious diseases
3.0,14.5,2009,A24,Glanders and melioidosis,A,Infectious diseases
4.0,28.9,2010,A24,Glanders and melioidosis,A,Infectious diseases
4.0,28.8,2011,A24,Glanders and melioidosis,A,Infectious diseases
8.0,23.6,2012,A24,Glanders and melioidosis,A,Infectious diseases
4.0,7.2,2013,A24,Glanders and melioidosis,A,Infectious diseases
5.0,40.0,2014,A24,Glanders and melioidosis,A,Infectious diseases
5.0,9.0,2015,A24,Glanders and melioidosis,A,Infectious diseases
10.0,12.0,2016,A24,Glanders and melioidosis,A,Infectious diseases
5.0,12.0,2017,A24,Glanders and melioidosis,A,Infectious diseases
7.0,19.0,2018,A24,Glanders and melioidosis,A,Infectious diseases
1.0,25.0,2019,A24,Glanders and melioidosis,A,Infectious diseases
3.0,13.0,2020,A24,Glanders and melioidosis,A,Infectious diseases
3.0,3.0,2021,A24,Glanders and melioidosis,A,Infectious diseases
3.0,14.3,2022,A24,Glanders and melioidosis,A,Infectious diseases
9.0,11.0,2023,A24,Glanders and melioidosis,A,Infectious diseases
0.0,35.0,1998,A25,Rat-bite fevers,A,Infectious diseases
6.0,4.5,1999,A25,Rat-bite fevers,A,Infectious diseases
2.0,15.5,2000,A25,Rat-bite fevers,A,Infectious diseases
3.0,5.0,2001,A25,Rat-bite fevers,A,Infectious diseases
4.0,11.2,2002,A25,Rat-bite fevers,A,Infectious diseases
6.0,8.0,2003,A25,Rat-bite fevers,A,Infectious diseases
2.0,10.5,2004,A25,Rat-bite fevers,A,Infectious diseases
2.0,11.0,2005,A25,Rat-bite fevers,A,Infectious diseases
1.0,6.5,2007,A25,Rat-bite fevers,A,Infectious diseases
2.0,13.7,2008,A25,Rat-bite fevers,A,Infectious diseases
1.0,5.0,2009,A25,Rat-bite fevers,A,Infectious diseases
7.0,10.1,2010,A25,Rat-bite fevers,A,Infectious diseases
3.0,7.0,2011,A25,Rat-bite fevers,A,Infectious diseases
2.0,1.5,2012,A25,Rat-bite fevers,A,Infectious diseases
1.0,11.0,2013,A25,Rat-bite fevers,A,Infectious diseases
2.0,31.0,2014,A25,Rat-bite fevers,A,Infectious diseases
4.0,2.0,2015,A25,Rat-bite fevers,A,Infectious diseases
3.0,7.0,2017,A25,Rat-bite fevers,A,Infectious diseases
5.0,8.0,2018,A25,Rat-bite fevers,A,Infectious diseases
2.0,12.0,2019,A25,Rat-bite fevers,A,Infectious diseases
3.0,4.0,2020,A25,Rat-bite fevers,A,Infectious diseases
2.0,1.0,2021,A25,Rat-bite fevers,A,Infectious diseases
2.0,5.0,2022,A25,Rat-bite fevers,A,Infectious diseases
2.0,21.0,2023,A25,Rat-bite fevers,A,Infectious diseases
11.0,8.4,1998,A26,Erysipeloid,A,Infectious diseases
7.0,6.2,1999,A26,Erysipeloid,A,Infectious diseases
13.0,3.8,2000,A26,Erysipeloid,A,Infectious diseases
10.0,4.3,2001,A26,Erysipeloid,A,Infectious diseases
11.0,5.1,2002,A26,Erysipeloid,A,Infectious diseases
9.0,6.0,2003,A26,Erysipeloid,A,Infectious diseases
9.0,7.8,2004,A26,Erysipeloid,A,Infectious diseases
9.0,5.0,2005,A26,Erysipeloid,A,Infectious diseases
8.0,5.9,2006,A26,Erysipeloid,A,Infectious diseases
7.0,2.4,2007,A26,Erysipeloid,A,Infectious diseases
7.0,6.5,2008,A26,Erysipeloid,A,Infectious diseases
4.0,1.8,2009,A26,Erysipeloid,A,Infectious diseases
7.0,4.9,2010,A26,Erysipeloid,A,Infectious diseases
10.0,2.0,2011,A26,Erysipeloid,A,Infectious diseases
8.0,1.4,2012,A26,Erysipeloid,A,Infectious diseases
5.0,0.4,2013,A26,Erysipeloid,A,Infectious diseases
5.0,1.0,2014,A26,Erysipeloid,A,Infectious diseases
12.0,2.0,2015,A26,Erysipeloid,A,Infectious diseases
13.0,3.0,2016,A26,Erysipeloid,A,Infectious diseases
8.0,5.0,2017,A26,Erysipeloid,A,Infectious diseases
12.0,2.0,2018,A26,Erysipeloid,A,Infectious diseases
29.0,1.0,2019,A26,Erysipeloid,A,Infectious diseases
15.0,1.0,2020,A26,Erysipeloid,A,Infectious diseases
17.0,1.0,2021,A26,Erysipeloid,A,Infectious diseases
12.0,2.0,2022,A26,Erysipeloid,A,Infectious diseases
30.0,1.0,2023,A26,Erysipeloid,A,Infectious diseases
29.0,10.3,1998,A27,Leptospirosis,A,Infectious diseases
30.0,7.5,1999,A27,Leptospirosis,A,Infectious diseases
39.0,8.6,2000,A27,Leptospirosis,A,Infectious diseases
26.0,12.3,2001,A27,Leptospirosis,A,Infectious diseases
38.0,8.6,2002,A27,Leptospirosis,A,Infectious diseases
22.0,16.0,2003,A27,Leptospirosis,A,Infectious diseases
32.0,10.3,2004,A27,Leptospirosis,A,Infectious diseases
27.0,5.5,2005,A27,Leptospirosis,A,Infectious diseases
36.0,8.5,2006,A27,Leptospirosis,A,Infectious diseases
38.0,10.7,2007,A27,Leptospirosis,A,Infectious diseases
40.0,8.9,2008,A27,Leptospirosis,A,Infectious diseases
28.0,11.7,2009,A27,Leptospirosis,A,Infectious diseases
34.0,7.6,2010,A27,Leptospirosis,A,Infectious diseases
42.0,7.7,2011,A27,Leptospirosis,A,Infectious diseases
70.0,7.7,2012,A27,Leptospirosis,A,Infectious diseases
36.0,4.4,2013,A27,Leptospirosis,A,Infectious diseases
64.0,9.0,2014,A27,Leptospirosis,A,Infectious diseases
69.0,7.0,2015,A27,Leptospirosis,A,Infectious diseases
102.0,7.0,2016,A27,Leptospirosis,A,Infectious diseases
66.0,6.0,2017,A27,Leptospirosis,A,Infectious diseases
75.0,7.0,2018,A27,Leptospirosis,A,Infectious diseases
88.0,9.0,2019,A27,Leptospirosis,A,Infectious diseases
57.0,10.0,2020,A27,Leptospirosis,A,Infectious diseases
58.0,10.0,2021,A27,Leptospirosis,A,Infectious diseases
65.0,6.0,2022,A27,Leptospirosis,A,Infectious diseases
74.0,9.0,2023,A27,Leptospirosis,A,Infectious diseases
70.0,3.4,1998,A28,Other zoonotic bacterial diseasesnot elsewhere classi,A,Infectious diseases
56.0,4.2,1999,A28,"Other zoonotic bacterial diseases, not elsewhere class",A,Infectious diseases
64.0,4.2,2000,A28,"Other zoonotic bacterial diseases, not elsewhere class",A,Infectious diseases
59.0,5.8,2001,A28,Other zoonotic bacterial diseasesnot elsewhere classi,A,Infectious diseases
67.0,4.0,2002,A28,Other zoonotic bacterial diseasesnot elsewhere classi,A,Infectious diseases
45.0,14.0,2003,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
32.0,5.6,2004,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
47.0,9.9,2005,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
45.0,2.5,2006,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
45.0,7.1,2007,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
43.0,5.1,2008,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
35.0,10.2,2009,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
22.0,11.9,2010,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
21.0,18.2,2011,A28,"Other zoonotic bacterial diseases, NEC",A,Infectious diseases
38.0,6.7,2012,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
31.0,7.3,2013,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
25.0,12.0,2014,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
37.0,10.0,2015,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
38.0,10.0,2016,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
29.0,13.0,2017,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
33.0,10.0,2018,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
30.0,6.0,2019,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
28.0,10.0,2020,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
23.0,6.0,2021,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
47.0,9.9,2022,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
38.0,10.0,2023,A28,"Other zoonotic bacterial diseases, not elsewhere classified",A,Infectious diseases
29.0,17.0,1998,A30,Leprosy [Hansen's disease],A,Infectious diseases
31.0,18.6,1999,A30,Leprosy [Hansen's disease],A,Infectious diseases
17.0,15.7,2000,A30,Leprosy [Hansen's disease],A,Infectious diseases
14.0,28.6,2001,A30,Leprosy [Hansen's disease],A,Infectious diseases
12.0,29.4,2002,A30,Leprosy [Hansen's disease],A,Infectious diseases
24.0,14.0,2003,A30,Leprosy [Hansen's disease],A,Infectious diseases
11.0,10.6,2004,A30,Leprosy [Hansen's disease],A,Infectious diseases
17.0,9.4,2005,A30,Leprosy [Hansen's disease],A,Infectious diseases
7.0,13.3,2006,A30,Leprosy [Hansen's disease],A,Infectious diseases
6.0,18.0,2007,A30,Leprosy [Hansen's disease],A,Infectious diseases
5.0,7.0,2008,A30,Leprosy [Hansen's disease],A,Infectious diseases
4.0,11.0,2009,A30,Leprosy [Hansen's disease],A,Infectious diseases
10.0,9.5,2010,A30,Leprosy [Hansen's disease],A,Infectious diseases
1.0,2.0,2011,A30,Leprosy [Hansen's disease],A,Infectious diseases
5.0,6.0,2012,A30,Leprosy [Hansen's disease],A,Infectious diseases
5.0,6.8,2013,A30,Leprosy [Hansen's disease],A,Infectious diseases
1.0,7.0,2014,A30,Leprosy [Hansen's disease],A,Infectious diseases
3.0,3.0,2015,A30,Leprosy [Hansen's disease],A,Infectious diseases
2.0,9.0,2016,A30,Leprosy [Hansen's disease],A,Infectious diseases
2.0,0.0,2017,A30,Leprosy [Hansen's disease],A,Infectious diseases
2.0,4.0,2018,A30,Leprosy [Hansen disease],A,Infectious diseases
8.0,7.0,2019,A30,Leprosy [Hansen disease],A,Infectious diseases
0.0,16.0,2020,A30,Leprosy [Hansen disease],A,Infectious diseases
3.0,,2021,A30,Leprosy [Hansen disease],A,Infectious diseases
0.0,7.0,2022,A30,Leprosy [Hansen disease],A,Infectious diseases
4.0,8.0,2023,A30,Leprosy [Hansen disease],A,Infectious diseases
176.0,37.9,1998,A31,Infection due to other mycobacteria,A,Infectious diseases
